linear_speed, angular_speed
0.005061990151153231, -0.0719994389166427
0.005341090144365389, -0.07612256602303019
0.006177048871168571, -0.08779678311936409
0.005656600556095961, -0.0801764513989381
0.009056152626074803, -0.12800849760739635
0.012040629885510228, -0.17014004732018131
0.010713882796670918, -0.151073562175658
0.008833833179582638, -0.12376014940887876
0.009711259689201661, -0.1353669366542921
0.008360533500195519, -0.11551729797963645
0.0032890557714429754, -0.042806203301003265
0.0033468888579043987, -0.04261849409127241
0.0016616876554951872, -0.018099117049133084
0.00020021580038663946, 0.0031556202392902244
0.0012442683812298923, 0.024045550856294902
0.002977961393057894, 0.04226083493346
0.003922251112380092, 0.05581186229223681
0.004308175871906922, 0.06131339703332839
0.004363511530431811, 0.06199091804393896
0.0014931737842395307, 0.02107253053716031
0.002313911942705765, 0.03226979391102118
0.0015635224955964592, 0.02139801689154669
0.00028826721497387413, 0.003065920753003928
0.0014619569714671456, -0.022014382175183533
0.002110856934533485, -0.02996999226791592
0.003292516634075015, -0.04682908291695608
0.0038334411168275432, -0.05454562482244509
0.00452802926280456, -0.06433049073547922
0.00494829617209011, -0.07015781350841514
0.004581584738968507, -0.06474783025124058
0.004620787923162512, -0.0649929356413215
0.004131764417893079, -0.057733724044326785
0.0034598127749185968, -0.04784086575963613
0.002721551033792969, -0.03699536482986216
0.0018274104779226743, -0.02395463115855605
0.0010150550903074615, -0.012100366604751504
0.0004860710556590153, -0.004317318973985679
0.00041623604327427273, 0.008685652425593665
0.0005816555329613376, 0.011202473857256803
0.001555984200110069, 0.02211454356383989
0.0013936106479765264, 0.01986671206108077
0.0009583325779776664, 0.013654027164062745
0.002011472810909536, 0.028491787668318842
0.0007208055250125013, 0.010165954913852252
0.0001819217843066624, -0.00280016073231086
0.0012786507447587804, -0.018518575938857116
0.0022053144087976033, -0.031342192487039636
0.002960471654498674, -0.04213083009240971
0.003540124562584416, -0.050356101999448594
0.0037746914413217965, -0.053610817740793654
0.0038956118673989857, -0.055172576130584926
0.003538140763858432, -0.04989306241414645
0.0031004881711285378, -0.04341449264280914
0.0023797623417051543, -0.032898724107440144
0.0013709817838650595, -0.01828584042480589
0.0003646152733863732, -0.003710989280416804
0.00017579007954132188, -0.0007707950620288208
0.0025217789935170214, 0.03764111113212727
0.004374343417729844, 0.062199268861825696
0.00631304189775116, 0.0898249649975325
0.009572573653056025, 0.13607509147361319
0.01027321671943482, 0.14598810462460304
0.0118136815138894, 0.16751226622418364
0.012069640136146106, 0.1706925448469147
0.012219931386963333, 0.1721757991264474
0.01169989746786741, 0.16403689740905283
0.01048454082913553, 0.14593350169303254
0.00893070975752098, 0.12295620980788813
0.006635766323589401, 0.08945738633039463
0.004095768634746964, 0.05249225236175921
0.001304013969097466, 0.012033434676540979
0.0017714968537968486, -0.032329924534274766
0.005079122780765903, -0.0798364935728427
0.008331465844493593, -0.11855941140715674
0.010435085063883917, -0.14856353402345904
0.012127215130508361, -0.1724679038384013
0.013433987323726642, -0.1906700166711507
0.013732022902573653, -0.1943600462389606
0.013162052201841773, -0.18552654576099886
0.011509971581980557, -0.16117561203928538
0.011795270328808961, -0.1641716061548041
0.008066064610758152, -0.11034826077514454
0.004881650519173125, -0.06405782521579453
0.005363775069285011, -0.06984210314465189
2.6334819416935166e-05, 0.007273780392223227
0.0030466067074336163, 0.05095871063837415
0.0023277709860458204, 0.033073264112248923
0.006662324508793659, 0.09463807834974301
0.0049127764036255754, 0.07004950337214298
0.006763709190187673, 0.09606115779471092
0.005351557884126513, 0.0758429664115822
0.006466136447017133, 0.0912177746299215
0.008072936822476862, 0.11365699731916316
0.007299306506828327, 0.10236872415878212
0.006823159624554915, 0.09511270951859073
0.006215367160787723, 0.085942318254961
0.005985372516997579, 0.0821167796546817
0.004310640311455514, 0.05784172108814093
0.002781376622943631, 0.03557214301824582
0.0011936419495565125, 0.012516036706250136
7.826131428350139e-05, -0.003764991449932654
0.001862664471540586, -0.031626849576767556
0.003675502768458785, -0.05221899825909678
0.004902721628444375, -0.06976995981234574
