linear_speed, angular_speed
0.000524968927635523, 0.007452796857765584
0.0004274412823270538, 0.006055900288929397
0.0001923575708954404, 0.002687793310750393
0.0002181316136509905, -0.0031373775398979347
0.0009162934181020394, -0.013014760685648039
0.0015461714727753252, -0.022087401007508944
0.0013115210380206556, -0.018658077203322725
0.0009940699724823561, -0.014032702693578048
0.0008004685286475354, -0.011156632915063813
0.0017301411036697982, -0.024227066622057137
0.0016165862082862682, -0.022586081493981773
0.0017381579418900932, -0.02422486396537707
0.0017986287854335572, -0.024987821278587535
0.0016986665018264896, -0.023462785530305896
0.0002886863682615274, 0.004847925195524303
0.0008931796519710828, -0.011667967677094791
0.0020676622780427404, -0.028284626782786017
0.0006399078002474807, -0.008056575774216854
0.0017579894474782903, 0.02610093110710272
0.0010721347873490234, -0.015137258244687073
0.0016303773851359116, -0.023172832248818064
0.0005973169493292984, 0.008364129809790835
0.0018897878677983644, -0.026741701495283095
0.0014469410094849916, -0.020549462160478538
0.003181016178794861, -0.045090966383008656
0.002262268512662691, -0.03208693731662347
0.002775965049801941, -0.03921234298190178
0.004822112808719096, -0.06809800660204933
0.004032787766223943, -0.05685846724648116
0.0053592065388005415, -0.07542213956564228
0.00479979297026181, -0.06729542253981903
0.004437551898857989, -0.06182996122715013
0.005269918015706113, -0.07327129004673229
0.004014187527020253, -0.055167571571933555
0.003005825949209392, -0.04045027570689731
0.003440591282128167, -0.04620007088508648
0.0017377334555667909, -0.021759730664681187
0.0006021884880555563, -0.005284220669349525
0.0009714274706917424, -0.01020693116161544
0.0005482079369731599, 0.011495568985631288
0.00025107817409961424, 0.007477043584053499
0.0015237065499055687, 0.021640100517129585
0.0017988988317118337, 0.02561001912134681
0.0015683353532724115, 0.02233464217591393
0.0014388273714696167, 0.02041454501699257
0.0008640294747567221, 0.01215433540092857
0.0012147736269552901, 0.016985674880791213
8.58978446896053e-05, 0.0008928019523272573
0.0010659801704336557, -0.015598355512459323
2.6746638338040132e-05, 0.00034215402373742056
0.0017724799132080222, -0.025142044755924957
0.0028505184011476054, -0.040524748969364116
0.0036519791207940745, -0.051939078794447105
0.004322506676688885, -0.061416371789804816
0.0017363090769650967, -0.02462759329577459
0.0035332106559650533, -0.049738548469351246
0.0037629693178782685, -0.0528529303327041
0.0038046081071446566, -0.05325498820752731
0.003803131774020089, -0.053003515221744804
0.0033145724264976644, -0.04581907848627481
0.0029092728120481462, -0.039773766727755296
