delta_x, delta_y, delta_theta, base_linear_speed, base_angular_speed
-0.004256850914427776, 1.467394191494397e-05, 0.0005398490573768903, 0.08489650155967711, 0.011112065582009271
-0.00694269679043813, 6.704595145331488e-05, 0.001007465272872537, 0.10397673971744902, 0.026535485766431936
-0.00605105234664334, 0.00019567319428460503, 0.0024483440994365535, 0.12006274577891116, 0.04471558277138185
-0.002324004721780709, 0.0004538108793303528, 0.003723109242443968, 0.13423620892670346, 0.06478589149121855
-0.008260485663391284, 0.0004532735577156519, 0.0052111879337462695, 0.14705255539192752, 0.08613940248121564
0.0016986131772069174, 0.0013694758875775416, 0.010913915012959885, 0.15884247042643465, 0.10830094927790672
-0.00116338756654355, 0.001546196017077681, 0.006531733520815037, 0.1698221836865594, 0.130870880873785
-0.0029807520983238245, 0.001666291634285928, 0.00191435589623841, 0.18014266614369703, 0.15349644479496108
-0.004044266699108262, 0.001721705342284937, 0.0016916128826719938, 0.18991460299201904, 0.1758565934193428
-0.004379218369430227, 0.0018295047166323282, 0.0002546464484344041, 0.19922228702645367, 0.1976543508714437
-0.003309681668832526, 0.0021247159531276143, 0.0004880986605540535, 0.2081318967543837, 0.21861387626360637
-0.0013556783800486583, 0.0025527175486699787, 0.0009107808111099546, 0.21669669827212884, 0.23848057607224613
0.0013838969960866532, 0.003142880584183388, 0.0011609836774423526, 0.22496045554925576, 0.25702315736616194
0.004758232482436897, 0.0039024025380559185, 0.0017183981965039918, 0.23295974454897947, 0.27403677347941874
-0.009496551402861986, 0.0009640218561430582, 0.01220428350945416, 0.2482845161588798, 0.3028109723993602
-0.006882972743746163, 0.0014305497558582507, 0.01163462181649286, 0.25565960086122624, 0.3143244318506828
-0.004168055757121758, 0.002121759441024461, 0.006405781791567014, 0.26287089366736827, 0.3238189326198982
0.0015628360568918365, 0.0037412544405192732, 0.010193093092966366, 0.2699359962632105, 0.3312643656276109
-0.009370116570798614, -0.00019712164391980092, 0.02013445866668818, 0.2836878085736212, 0.34006951264409496
-0.002202701546088759, 0.0020128426610781444, 0.01141893938969921, 0.290400292501683, 0.34154267839871877
0.006145234521923837, 0.005277282725489649, 0.0036810093846139525, 0.29701854629234026, 0.34118571344853604
-0.0031868414053659033, 0.0012423421006974578, 0.010559558339649925, 0.3100089710888674, 0.3354783380727557
0.005573109437010004, 0.005355375747931018, 0.001467789406522551, 0.31639673793794304, 0.33041133476570006
-0.0034216839635953233, 0.0010401894745371981, 0.0021383291394082037, 0.3289892879173477, 0.3166098963628981
0.006247864180419449, 0.006754598393783229, 0.005145795009462124, 0.33520435202825566, 0.30818019201354563
-0.0016022537097623024, 0.002677290587956238, 0.00039261721866643506, 0.34749240684001764, 0.28898364304234897
-0.009722289858549393, -0.002234650370126351, 0.001715708943388111, 0.3596109659691172, 0.2675222355013136
0.0006620197553138807, 0.005127405901031085, 0.005152821059889712, 0.3656121697672247, 0.2562173889507481
-0.006228811756496699, 0.000826490780351713, 0.000872058265318632, 0.37750541451211583, 0.23289944271299828
0.00479522432794155, 0.009362022129266373, 0.005218634346341245, 0.38339909019774615, 0.22102496194964866
-0.001708206372073251, 0.004950734924785927, 0.0012800558965022745, 0.39508218759684344, 0.19710466868962667
-0.007745568684057624, 0.0003397108280679406, 0.002753238992717162, 0.4, 0.1703602049190952
0.004337761137783058, 0.01036643331820214, 0.0005585171361631975, 0.4, 0.15644348269422245
-0.0015817595796704387, 0.00536334663005128, 0.004722022189407638, 0.4, 0.12990096663299777
-0.007646698522025153, -0.00030070155415978794, 0.008746516873859408, 0.4, 0.10492693720502905
0.004098140687225915, 0.00959256542672493, 0.008345808813190444, 0.4, 0.09295851813433259
-0.0022020880649770147, 0.003206469806828205, 0.01108783649462594, 0.4, 0.06990019720998596
-0.008591493628639979, -0.0036082890419715796, 0.013086348736768443, 0.4, 0.047785650566924055
0.0030187715176416274, 0.006147258457485927, 0.012455323280097508, 0.4, 0.036993770787470535
-0.0033502323904031073, -0.0008436750137723048, 0.012668006333920246, 0.4, 0.01583467777331386
0.008192196180910605, 0.0089387528340365, 0.011684341969382782, 0.4, -0.0008517755966155936
