delta_x, delta_y, delta_theta, base_linear_speed, base_angular_speed
-0.004234252208716441, 1.5180071383153925e-05, 0.00012061288260289844, 0.08470304317935236, 0.0073392964157637085
-0.006413113394137918, 1.829879531663478e-05, 0.000773149302617344, 0.10373965570396321, 0.012185625433905682
-0.004708858554219687, 1.8153265391820012e-06, 0.0019166369081017429, 0.11978839291153677, 0.020804788953836906
-0.0008392885241992193, -7.861400654975842e-06, 0.002936741641889983, 0.13392791646020547, 0.03055980725882841
-0.006176611317086675, -0.00010265519839806707, 0.004192205361509638, 0.14671158464659723, 0.04122137456630136
0.004470337777808225, 1.090353466078086e-05, 0.0020169762749647365, 0.15846829630774398, 0.052617058932174936
0.001841878341307196, -5.678620350287413e-05, 0.003057393394588373, 0.16941254387565108, 0.06460781880376051
0.00025389565196493047, -0.00013748241829760225, 0.004053028696492846, 0.17969352439033032, 0.07707569499317159
-0.0007654940212528105, -0.00022278086457170427, 0.003948147424594135, 0.1894200870645476, 0.0899166090026733
-0.0006155021289116491, -0.00021776907182549914, 0.002406125263680512, 0.19867463050359255, 0.10303583483818349
0.0006632009677474127, -0.00011072827253372263, 0.0013739111973184775, 0.20752140022386747, 0.11634502641619014
0.0028898675017428876, 0.00011317532806095435, 0.00019617544902719483, 0.2160117186836043, 0.12976023224363523
0.0059865108405990075, 0.0004733435269782772, 0.000987979763290938, 0.2241874285839202, 0.14320058462147744
-0.008220188995145816, -0.0008019754555265886, 0.006713585773082764, 0.23972839397939566, 0.1698441282430854
-0.00534910069655814, -0.0005608578632754543, 0.008019385225613924, 0.24714782973380994, 0.18289541102145962
-0.0014370273630934238, -9.806654202818878e-05, 0.001354021108175022, 0.25436308572734334, 0.1956679605234836
0.0052382853837351084, 0.001038599389945518, 0.002794669779145153, 0.2613929463526411, 0.20809044349495845
-0.005517107429940882, -0.0005370471945926603, 0.004891525323281697, 0.27496076077786086, 0.23161274814366792
0.001719387748933654, 0.0008645781886016009, 0.003533733049939131, 0.28152650665569656, 0.24258449129239673
-0.008151223123346873, -0.0012596689561232693, 0.00798938721768319, 0.29428088072607433, 0.2626602491606548
