delta_x, delta_y, delta_theta, base_linear_speed, base_angular_speed
-0.00545054794473954, 0.0004575866743342157, 0.029581272962979372, 0.16919442997170514, 0.022800967990710214
0.005241260505015499, 0.001977007560459886, 0.035119955794054046, 0.20722039538674333, 0.054450690208014775
0.0034960018940457527, 0.0028924371126009644, 0.03369027524027462, 0.23927906124839568, 0.09175995452751369
0.0037599153305618027, 0.003820445940966012, 0.025419520147416417, 0.2675262447691317, 0.13295047762173098
0.0071088585132308285, 0.004966139097167905, 0.036863864008884244, 0.29306897678501137, 0.17677510007082436
-0.0033047785470982777, 0.0063844592090083075, 0.03745279559099556, 0.3384496584432526, 0.2685677165390419
0.007658186912905679, 0.008743964084887222, 0.03063491143429694, 0.35901974675446885, 0.31498111512339655
0.0036686111888133976, 0.009643474077664166, 0.008637109063056063, 0.39705104248791023, 0.40549615957618607
0.0027736950127355, 0.010221673786618792, 0.004053902211444304, 0.4, 0.4529198691257574
0.004960737717596586, 0.01095511011368546, 0.004779232547060493, 0.4, 0.4837492005878448
-0.010849019962123507, 0.0071050018654166686, 0.026532406968461635, 0.4, 0.5047529161565949
-0.008884233632191374, 0.006261342090348412, 0.030679167821139972, 0.4, 0.5030813551925936
-0.007174635669393192, 0.005209614029536187, 0.03331540018310682, 0.4, 0.49057908831160957
-0.00587995285494658, 0.003937658125324386, 0.033505371205440525, 0.4, 0.46921028210200555
-0.005084706794562188, 0.0025063187331841735, 0.03294446034237044, 0.4, 0.4411420008092054
-0.004742748688108311, 0.0008967359237704309, 0.031382164380770974, 0.4, 0.40851524783610627
-0.005184138652050585, -0.0010846053948379564, 0.02839052612847367, 0.4, 0.37326007868114797
-0.006561007440332167, -0.003377541272161333, 0.024805243566673532, 0.4, 0.3369795012249035
-0.008723137207891418, -0.006031149560599247, 0.020798418283387868, 0.4, 0.30090318349412665
0.006243893519389809, 0.003151874593682158, 0.007041482498280366, 0.4, 0.2832252027362898
0.0024768424898996555, 0.0004627274567095552, 0.003744366345841964, 0.4, 0.24897518236083502
-0.0019377240804553386, -0.0026834019677539345, 0.0013411913133668674, 0.4, 0.21650981536218172
-0.0070761880337918415, -0.006383874975385645, 0.0014386324643813138, 0.4, 0.1860056750198391
0.005424563975617747, 0.004363474188702865, 0.00902381118287115, 0.4, 0.1714961819133964
-0.0005981819965987789, 0.00032174893334335763, 0.008774604002157935, 0.4, 0.14390624665067334
-0.007057470062368121, -0.004290947642226706, 0.008671089019760641, 0.4, 0.11808112000947989
0.004217154158007941, 0.0066044975693757, 0.010679373569904478, 0.4, 0.10576280367146618
-0.002908871870373919, 0.0011850816923749674, 0.008545063852454118, 0.4, 0.08215609020901901
-0.01020674486194495, -0.004722418734008416, 0.006285021057982708, 0.4, 0.05969206597368116
0.0005001075828311441, 0.005712884129651874, 0.004427994224375492, 0.4, 0.048798386603504704
-0.006938050395321693, -0.0008859015555624516, 0.0015998227554665314, 0.4, 0.027502382057281234
0.0038127189459407074, 0.00925660244230525, 0.0010545742579072012, 0.4, 0.01710097790221654
-0.003439827126052064, 0.002234377118864095, 0.0039837180004512526, 0.4, -0.013101094169291231
-0.010513113893319881, -0.004836800734532409, 0.005936440342198675, 0.4, -0.02459105811173615
0.0007435261388712977, 0.004969371957758706, 0.0095761538991019, 0.4, -0.03516198297702089
-0.005885519852412147, -0.002080438927094197, 0.009725900794814479, 0.4, -0.05664557898163076
0.005890274528168149, 0.007711060346399123, 0.01183328511965906, 0.4, -0.0676668040753597
-0.00019519581331328695, 0.001097635771165284, 0.010920783200729768, 0.4, -0.09044962813379506
-0.005991687760515285, -0.004995241567021247, 0.007942490451132723, 0.4, -0.11445200547900106
0.006628233578577669, 0.005040025691583128, 0.010070543892348332, 0.4, -0.12699262052884927
0.0013888315622163638, -0.00029819393877117406, 0.006154353124284488, 0.4, -0.15329840683038323
-0.0035157879100535805, -0.004859346618881988, 0.0012948039348062719, 0.4, -0.18139244623978354
0.010027685040349565, 0.005385466040597087, 0.004323842928686111, 0.4, -0.19615050379413485
0.0058527325379234, 0.0017550712568596971, 0.0008670505963952427, 0.4, -0.22711155702389343
0.0022289527732270997, -0.0009306049031386765, 0.005977911575282675, 0.4, -0.2599220531852666
-0.000962915668337061, -0.002811713692932094, 0.01108180726390645, 0.4, -0.2943170619824366
-0.003384625594590185, -0.0037616164586263823, 0.014809989438898321, 0.4, -0.3297804669962201
-0.005115356919643155, -0.003996904143345192, 0.017247812497785835, 0.4, -0.3654864035574961
-0.006219807308200487, -0.0037199164896877246, 0.01853967123238746, 0.4, -0.400254884271018
-0.006470839305279252, -0.002992465734187988, 0.018340903648441605, 0.4, -0.43253952267808377
-0.006070635359584076, -0.002035225651346062, 0.01712482852171781, 0.4, -0.46046706758240075
-0.004810776444449827, -0.0009600209374198698, 0.014174605458621802, 0.4, -0.48194358379588376
-0.0027924513506238924, 6.360323314258398e-05, 0.010552614632495976, 0.4, -0.4948279796266133
-0.00011624764340667504, 0.0009034157006919674, 0.005689301908779885, 0.4, -0.4971513602108763
0.0031897684073030064, 0.0014059972489832706, 0.00014787575194283905, 0.4, -0.48733737037712554
0.006931985470858937, 0.0014921475832113673, 0.005692142164061892, 0.4, -0.4643657339287675
-0.006855845105475211, -0.0008820407587782908, 0.0007768708867686895, 0.4, -0.40449729772765275
-0.0024966054129165194, -0.0011191785165278745, 0.008002605801462073, 0.4, -0.3479782552685521
0.00191990293046862, -0.0018547027644948422, 0.013975511084426956, 0.4, -0.2788104669205151
0.006128838407207349, -0.002993657581957021, 0.019500286754754702, 0.4, -0.1975496928049459
-0.007834430706728401, -0.0044579185898709905, 0.0214775914346677, 0.4, -0.05476627252027876
-0.004602753453116115, -0.0058693424572913155, 0.02152676979596219, 0.4, 0.0407782862332797
-0.0018817495098018, -0.007155784562016265, 0.022601896806406785, 0.4, 0.12362071399880281
0.0005786631204061088, -0.008240799530411569, 0.01824412398024885, 0.4, 0.19804592499749327
0.002810612133091972, -0.008918466075939935, 0.013051381870230815, 0.4, 0.26563936331488236
0.004907948773662518, -0.0091293031452514, 0.005808250351834585, 0.4, 0.3257907684269708
0.006794784520137931, -0.008754414609879801, 0.0031404180156333595, 0.4, 0.3776720768605602
0.00845010202869867, -0.0077604065470431305, 0.011645189410915021, 0.4, 0.42035457426584183
0.00975858064752666, -0.00617091473426612, 0.021104104295337645, 0.4, 0.4529771463091911
0.010720795204415268, -0.004000281720825782, 0.0290534700593024, 0.4, 0.4749335930301322
0.011347261811474052, -0.0013673701389111947, 0.03556127943857062, 0.4, 0.4860376189201306
-0.006833976856672752, -0.0046018801463307835, 0.02681327286636403, 0.4, 0.483226093357444
-0.0072847785772633955, -0.002416839041377239, 0.029557589070361708, 0.4, 0.46981100190440955
-0.008393424416090589, -0.00041183617789930516, 0.02963559322790713, 0.4, 0.4488482697516746
-0.010508423268194456, 0.0008582332604183396, 0.027467597072642614, 0.4, 0.42203616760002943
-0.013522955530234526, 0.001434247320887927, 0.02225815890643153, 0.4, 0.3910978574195011
0.0009227493315533408, 0.012025983445760335, 0.026759575291971677, 0.4, 0.3745871394899756
-0.0035781866324962053, 0.011243807137600204, 0.017288791925812744, 0.4, 0.34037072262180623
-0.008511262029654354, 0.00920731172067879, 0.006590140061377255, 0.4, 0.30553586063727045
-0.013845504549307552, 0.005773257457332814, 0.005142057765733438, 0.4, 0.270982661005765
-0.0012375854658199792, 0.015253798759690795, 0.007405604691228136, 0.4, 0.25401041645577077
-0.006954324573034132, 0.010018105189794069, 0.018868258643924832, 0.4, 0.22092101386904375
-0.012865180263810672, 0.003472113406582489, 0.028267714664338802, 0.4, 0.18912493427155477
-0.000548435036813455, 0.012098796129865752, 0.029309985583391505, 0.4, 0.17372085867015433
-0.006506171410352035, 0.004290578360148567, 0.036216936657577366, 0.4, 0.1438220938485983
-0.01255900962920542, -0.00431941949827408, 0.039195403950765435, 0.4, 0.11492244744568202
-0.0004086991936320672, 0.004147885735646506, 0.03584930572655532, 0.4, 0.10073620514776602
-0.00674762047412969, -0.004938419159972396, 0.03502991622561815, 0.4, 0.07260030889221371
0.004617381450112479, 0.003521811820079934, 0.029033769985336546, 0.4, 0.05851071439924005
